"Bus","Direction","coord_x","coord_y","Arret","Code"
"84","Beekant","0.0","0.0","Roi Baudouin","4227"
"84","Beekant","50.895887","4.327020","Amethyste","4228"
"84","Beekant","50.893945","4.326681","Palfyn","4205"
"84","Beekant","50.894042","4.322118","Cite Modele 4","4221"
"84","Beekant","50.893528","4.319446","De Heyn","4223"
"84","Beekant","0.0","0.0","Arbre Ballon-Heymbosch","4224"
"84","Beekant","0.0","0.0","Pompiers-UZ Brussel","1075"
"84","Beekant","0.0","0.0","Laerbeek-UZ Brussel","4225"
"84","Beekant","0.0","0.0","Dieleghem","1078"
"84","Beekant","50.878263","4.316478","De Rivieren","1079"
"84","Beekant","50.876286","4.317660","Square du Centenaire","1012"
"84","Beekant","50.873867","4.316071","Van Page","4164"
"84","Beekant","50.872616","4.313103","Nereus","4158"
"84","Beekant","50.874242","4.310189","Lowet","4163"
"84","Beekant","50.876065","4.307245","Neuberger","4159"
"84","Beekant","50.878248","4.304045","Het Veroost","4160"
"84","Beekant","50.877078","4.300879","Ganshoren-Sport","4168"
"84","Beekant","50.874641","4.299873","Chopin","4169"
"84","Beekant","50.872806","4.297930","Basilix","4162"
"84","Beekant","50.873874","4.294405","Bois des Iles","4165"
"84","Beekant","0.0","0.0","Berchem Station","4170"
"84","Beekant","0.0","0.0","Berchem-Shopping","4002"
"84","Beekant","50.869995","4.288174","Parc Monnet","1099"
"84","Beekant","0.0","0.0","Hunderenveld","1100"
"84","Beekant","50.864680","4.285470","Sept Etoiles","1102"
"84","Beekant","50.862830","4.287575","Broek","4598"
"84","Beekant","50.860098","4.288077","Maricolles","4599"
"84","Beekant","50.856090","4.289959","Cimetieres","4600"
"84","Beekant","0.0","0.0","Elbers","4660"
"84","Beekant","50.855239","4.295158","Elbers","4601"
"84","Beekant","50.855430","4.298708","Hoogbosch","4602"
"84","Beekant","50.856709","4.302967","Thym","4658"
"84","Beekant","50.855632","4.306249","Candries","4659"
"84","Beekant","50.852396","4.307205","Condor","3238"
"84","Beekant","50.850913","4.307675","Tamaris","3252"
"84","Beekant","50.851356","4.311680","Dubois","3281"
"84","Beekant","0.0","0.0","Joseph Baeck","4013"
"85","Delacroix","0.0","0.0","Berchem Station","4001"
"85","Delacroix","0.0","0.0","Berchem-Shopping","4002"
"85","Delacroix","0.0","0.0","Alcyons","4003"
"85","Delacroix","0.0","0.0","Schweitzer","6029"
"85","Delacroix","0.0","0.0","Genot","4005"
"85","Delacroix","0.0","0.0","Van Zande","4006"
"85","Delacroix","0.0","0.0","Cimetiere Molenbeek","4007"
"85","Delacroix","0.0","0.0","Karreveld","4008"
"85","Delacroix","0.0","0.0","Mennekens","4012"
"85","Delacroix","0.0","0.0","Joseph Baeck","4013"
"85","Delacroix","0.0","0.0","Beekkant","4015"
"85","Delacroix","0.0","0.0","Joseph Baeck","4020"
"85","Delacroix","50.848843","4.321694","Gare de l'Ouest","3253"
"85","Delacroix","50.841633","4.364862","Delacroix","1124"
"85","Berchem Station","50.845922","4.323329","Delacroix","1178"
"85","Berchem Station","50.848852","4.320969","Gare de l'Ouest","3230"
"85","Berchem Station","0.0","0.0","Joseph Baeck","4019"
"85","Berchem Station","0.0","0.0","Beekkant","4018"
"85","Berchem Station","0.0","0.0","Joseph Baeck","6075"
"85","Berchem Station","0.0","0.0","Mennekens","6076"
"85","Berchem Station","0.0","0.0","Karreveld","4053"
"85","Berchem Station","0.0","0.0","Cimetiere Molenbeek","4054"
"85","Berchem Station","0.0","0.0","Van Zande","4055"
"85","Berchem Station","0.0","0.0","Genot","4056"
"85","Berchem Station","0.0","0.0","Schweitzer","4057"
"85","Berchem Station","0.0","0.0","Alcyons","4058"
"85","Berchem Station","50.870420","4.291341","Berchem-Shopping","4059"
"85","Berchem Station","0.0","0.0","Berchem Station","4001"
"87","Simonis","50.872707","4.298342","Basilix","4101"
"87","Simonis","50.875630","4.300142","Chopin","4109"
"87","Simonis","50.877186","4.301063","Ganshoren-Sport","4115"
"87","Simonis","50.878185","4.304287","Het Veroost","4103"
"87","Simonis","50.876344","4.306662","Neuberger","4104"
"87","Simonis","50.874008","4.310317","Lowet","4112"
"87","Simonis","50.872625","4.312762","Nereus","4105"
"87","Simonis","50.870674","4.311571","Sorensen","4106"
"87","Simonis","50.869352","4.310578","Beeckmans","4107"
"87","Simonis","50.868276","4.316077","College Sacre-Coeur","4110"
"87","Simonis","50.867271","4.320070","Riethuisen","2519"
"87","Simonis","50.865071","4.328340","Parc Elisabeth","4116"
"87","Simonis","50.862960","4.330756","Simonis","1112"
"87","Basilix","50.862960","4.330756","Simonis","1112"
"87","Basilix","50.865494","4.327473","Parc Elisabeth","4152"
"87","Basilix","0.0","0.0","Riethuisen","4154"
"87","Basilix","50.868060","4.315424","College Sacre-Coeur","4153"
"87","Basilix","50.869343","4.310635","Beeckmans","4156"
"87","Basilix","50.871043","4.312039","Sorensen","4157"
"87","Basilix","50.872616","4.313103","Nereus","4158"
"87","Basilix","50.874242","4.310189","Lowet","4163"
"87","Basilix","50.876065","4.307245","Neuberger","4159"
"87","Basilix","50.878248","4.304045","Het Veroost","4160"
"87","Basilix","50.877078","4.300879","Ganshoren-Sport","4168"
"87","Basilix","50.874641","4.299873","Chopin","4169"
"87","Basilix","50.872806","4.297930","Basilix","4162"
"88","Heysel","50.851314","4.300802","Machtens","3234"
"88","Heysel","50.852396","4.307205","Condor","3238"
"88","Heysel","50.850913","4.307675","Tamaris","3252"
"88","Heysel","50.851356","4.311680","Dubois","3281"
"88","Heysel","50.852005","4.316251","Joseph Baeck","3282"
"88","Heysel","50.848843","4.321694","Gare de l'Ouest","3253"
"88","Heysel","50.849177","4.326010","Quatre-Vents","3257"
"88","Heysel","0.0","0.0","Duchesse de Brabant","3258"
"88","Heysel","50.850007","4.334927","Triangle","6648"
"88","Heysel","50.849990","4.338392","Porte de Ninove","3259"
"88","Heysel","50.852769","4.342168","Porte de Flandre","3260"
"88","Heysel","50.851034","4.345094","Dansaert","3261"
"88","Heysel","0.0","0.0","Bourse","3262"
"88","Heysel","0.0","0.0","Parking 58","2253"
"88","Heysel","50.852420","4.351157","Beguinage","2267"
"88","Heysel","0.0","0.0","Yser","2235"
"88","Heysel","50.859189","4.354777","Nicolay","2269"
"88","Heysel","50.861527","4.355557","Wtc","1052"
"88","Heysel","50.863315","4.354037","Willebroek","1051"
"88","Heysel","0.0","0.0","Armateurs","1054"
"88","Heysel","50.866767","4.351948","Steamers","2304"
"88","Heysel","50.868313","4.353197","Entrepot","2305"
"88","Heysel","50.870911","4.349332","Dieudonne Lefevre","4252"
"88","Heysel","50.871072","4.344076","Pouchkine","4258"
"88","Heysel","50.874191","4.346915","Nekkersdal","4266"
"88","Heysel","0.0","0.0","Bockstael","2862"
"88","Heysel","50.876959","4.342083","Breesch","2502"
"88","Heysel","50.876455","4.338461","Loyaute","2503"
"88","Heysel","50.874395","4.332338","Woeste","2504"
"88","Heysel","50.873369","4.329086","Leopold I","2505"
"88","Heysel","0.0","0.0","Verbeyst","2515"
"88","Heysel","50.879096","4.332662","Demineurs","2498"
"88","Heysel","0.0","0.0","Jette Gare","2499"
"88","Heysel","50.882386","4.331153","Lorge","2871"
"88","Heysel","50.885793","4.332671","Hopital Brugmann","2867"
"88","Heysel","50.885379","4.329715","Crocq","4250"
"88","Heysel","50.888399","4.327709","Cite Jardin","9044"
"88","Heysel","50.889855","4.328816","Stienon","9047"
"88","Heysel","50.891131","4.325105","Pattijn","4259"
"88","Heysel","50.892874","4.324336","Tircher","4260"
"88","Heysel","50.893864","4.326169","Palfyn","4261"
"88","Heysel","50.896021","4.327105","Amethyste","4268"
"88","Heysel","0.0","0.0","Roi Baudouin","4269"
"88","Machtens","0.0","0.0","Heysel","4264"
"88","Machtens","0.0","0.0","Roi Baudouin","4227"
"88","Machtens","50.895887","4.327020","Amethyste","4228"
"88","Machtens","50.893945","4.326681","Palfyn","4205"
"88","Machtens","50.893027","4.324294","Tircher","4206"
"88","Machtens","50.891014","4.325347","Pattijn","4207"
"88","Machtens","0.0","0.0","Stienon","9048"
"88","Machtens","50.888551","4.327481","Cite Jardin","9054"
"88","Machtens","50.885316","4.329630","Crocq","4251"
"88","Machtens","0.0","0.0","Hopital Brugmann","2802"
"88","Machtens","50.882853","4.330882","Lorge","2803"
"88","Machtens","0.0","0.0","Jette Gare","2583"
"88","Machtens","50.878658","4.332538","Demineurs","2584"
"88","Machtens","50.876435","4.330532","Verbeyst","2586"
"88","Machtens","50.873360","4.329199","Leopold I","2574"
"88","Machtens","50.874710","4.333290","Woeste","2575"
"88","Machtens","50.876365","4.338162","Loyaute","2576"
"88","Machtens","50.876923","4.342225","Breesch","9027"
"88","Machtens","0.0","0.0","Bockstael","2202"
"88","Machtens","50.873832","4.346305","Nekkersdal","4267"
"88","Machtens","50.870793","4.343550","Pouchkine","4271"
"88","Machtens","50.871081","4.348536","Dieudonne Lefevre","4217"
"88","Machtens","50.868610","4.353112","Entrepot","2370"
"88","Machtens","50.866821","4.351692","Steamers","2371"
"88","Machtens","0.0","0.0","Armateurs","1021"
"88","Machtens","50.863306","4.353795","Willebroek","1016"
"88","Machtens","50.861176","4.355358","Wtc","1024"
"88","Machtens","50.858919","4.354478","Nicolay","2209"
"88","Machtens","0.0","0.0","Yser","2236"
"88","Machtens","0.0","0.0","Beguinage","2211"
"88","Machtens","0.0","0.0","Parking 58","2324"
"88","Machtens","50.851241","4.344952","Dansaert","3221"
"88","Machtens","50.853020","4.341841","Porte de Flandre","3222"
"88","Machtens","50.849657","4.338009","Porte de Ninove","3223"
"88","Machtens","50.849998","4.334529","Triangle","3228"
"88","Machtens","0.0","0.0","Duchesse de Brabant","3224"
"88","Machtens","50.849177","4.325570","Quatre-Vents","3225"
"88","Machtens","50.848852","4.320969","Gare de l'Ouest","3230"
"88","Machtens","50.852158","4.316237","Joseph Baeck","3231"
"88","Machtens","50.851463","4.311353","Dubois","3232"
"88","Machtens","50.851039","4.307562","Tamaris","3233"
"89","Westland Shopping","0.0","0.0","Pannenhuis","4270"
"89","Westland Shopping","50.870793","4.343550","Pouchkine","4271"
"89","Westland Shopping","0.0","0.0","Escaut","4212"
"89","Westland Shopping","50.864060","4.344122","Picard","1019"
"89","Westland Shopping","50.859879","4.341212","Ribaucourt","4213"
"89","Westland Shopping","50.858413","4.336782","Merchtem","4214"
"89","Westland Shopping","0.0","0.0","Comte de Flandre","6701"
"89","Westland Shopping","50.855455","4.335193","Borne","6702"
"89","Westland Shopping","50.853179","4.331389","Savonnerie","6706"
"89","Westland Shopping","0.0","0.0","Elephant","1241"
"89","Westland Shopping","0.0","0.0","Duchesse de Brabant","6704"
"89","Westland Shopping","50.845805","4.323060","Delacroix","1117"
"89","Westland Shopping","0.0","0.0","Jacques Brel","1253"
"89","Westland Shopping","50.844066","4.313506","Veterans Coloniaux","1255"
"89","Westland Shopping","50.843810","4.305100","Henri Rey","1256"
"89","Westland Shopping","50.843753","4.300032","Paulsen","1257"
"89","Westland Shopping","50.843418","4.295787","Peterbos","2536"
"89","Westland Shopping","50.838123","4.295951","Willemyns","1259"
"89","Westland Shopping","50.837562","4.289975","Fruits","1260"
"89","Westland Shopping","50.838385","4.284139","Westland Shopping","1261"
"89","Pannenhuis","50.838196","4.284040","Westland Shopping","4215"
"89","Pannenhuis","50.837374","4.290288","Fruits","1204"
"89","Pannenhuis","50.839247","4.296546","Willemyns","1205"
"89","Pannenhuis","50.842438","4.296200","Peterbos","1206"
"89","Pannenhuis","50.843475","4.300486","Paulsen","1207"
"89","Pannenhuis","50.843505","4.305655","Henri Rey","1208"
"89","Pannenhuis","50.843868","4.314003","Veterans Coloniaux","3760"
"89","Pannenhuis","0.0","0.0","Jacques Brel","1211"
"89","Pannenhuis","50.845922","4.323329","Delacroix","1178"
"89","Pannenhuis","0.0","0.0","Duchesse de Brabant","6752"
"89","Pannenhuis","50.851957","4.333491","Elephant","1242"
"89","Pannenhuis","50.854151","4.335549","Borne","6754"
"89","Pannenhuis","50.856013","4.338104","Comte de Flandre","6755"
"89","Pannenhuis","50.859897","4.341482","Ribaucourt","4253"
"89","Pannenhuis","50.864456","4.343166","Picard","1056"
"89","Pannenhuis","0.0","0.0","Escaut","4254"
"89","Pannenhuis","50.871072","4.344076","Pouchkine","4258"
"95","Wiener","0.0","0.0","Bourse","4301"
"95","Wiener","0.0","0.0","Saint-Jean","1702"
"95","Wiener","50.841731","4.353972","Grand Sablon","1703"
"95","Wiener","50.839898","4.355875","Petit Sablon","1128"
"95","Wiener","50.841426","4.358345","Royale","1129"
"95","Wiener","0.0","0.0","Trone","1130"
"95","Wiener","50.839853","4.369348","Science","1729"
"95","Wiener","0.0","0.0","Luxembourg","1907"
"95","Wiener","0.0","0.0","Parnasse","1908"
"95","Wiener","50.832940","4.374842","Blyckaerts","1909"
"95","Wiener","50.829929","4.378660","Germoir","4303"
"95","Wiener","50.827285","4.381952","Rodin","4304"
"95","Wiener","50.824183","4.385896","Delporte","4305"
"95","Wiener","50.821675","4.388989","Etterbeek Gare","4306"
"95","Wiener","50.817854","4.392422","Thys","4307"
"95","Wiener","50.815984","4.390604","Cimetiere d'Ixelles","3558"
"95","Wiener","50.811687","4.393043","Relais","4308"
"95","Wiener","50.810238","4.397015","Arcades","4309"
"95","Wiener","50.809616","4.403442","Keym","4310"
"95","Wiener","50.805201","4.406701","Vander Elst","4311"
"95","Wiener","50.803007","4.409778","Ortolans","4312"
"95","Wiener","50.802583","4.412501","Les Trois Tilleuls","4313"
"95","Wiener","50.799796","4.414442","Miraval","4347"
"95","Wiener","50.798535","4.419065","Wiener","4349"
"95","Bourse","50.798688","4.419164","Wiener","4351"
"95","Bourse","50.800227","4.414017","Miraval","4348"
"95","Bourse","50.802745","4.412870","Les Trois Tilleuls","4355"
"95","Bourse","50.803124","4.408998","Ortolans","4356"
"95","Bourse","50.805390","4.406772","Vander Elst","4357"
"95","Bourse","50.810030","4.403172","Keym","4358"
"95","Bourse","50.810490","4.396760","Arcades","4359"
"95","Bourse","50.812046","4.392405","Relais","4360"
"95","Bourse","50.815966","4.390704","Cimetiere d'Ixelles","3514"
"95","Bourse","50.817530","4.392634","Thys","4362"
"95","Bourse","50.821900","4.388876","Etterbeek Gare","4363"
"95","Bourse","50.824345","4.385783","Delporte","4364"
"95","Bourse","50.827537","4.381838","Rodin","4365"
"95","Bourse","50.829272","4.379696","Germoir","4366"
"95","Bourse","50.833192","4.374799","Blyckaerts","1981"
"95","Bourse","0.0","0.0","Parnasse","1982"
"95","Bourse","0.0","0.0","Luxembourg","4367"
"95","Bourse","50.839952","4.369107","Science","1776"
"95","Bourse","0.0","0.0","Trone","1163"
"95","Bourse","0.0","0.0","Ducale","1164"
"95","Bourse","50.841543","4.358345","Royale","1165"
"95","Bourse","50.841498","4.354398","Grand Sablon","1166"
"95","Bourse","0.0","0.0","Saint-Jean","1771"
"95","Bourse","0.0","0.0","Plattesteen","1772"
"98","Heros","0.0","0.0","CERIA","3854"
"98","Heros","50.813705","4.307014","Bollinckx","3810"
"98","Heros","50.810288","4.305160","Mozart","3814"
"98","Heros","50.803391","4.302218","Pathe","5963"
"98","Heros","50.794042","4.301905","Dorent","9649"
"98","Heros","50.792814","4.308828","Drogenbos-Shopping","2660"
"98","Heros","50.795128","4.315945","Eggergat","5923"
"98","Heros","0.0","0.0","Carrefour Stalle","5921"
"98","Heros","50.796220","4.324184","Egide van Ophem","5916"
"98","Heros","50.796832","4.329461","Wagon","5917"
"98","Heros","50.800637","4.337458","Globe","1985"
"98","Heros","50.803542","4.341571","Heros","5058"
"98","CERIA","50.803326","4.342649","Heros","1951"
"98","CERIA","50.800529","4.337104","Globe","1984"
"98","CERIA","50.796751","4.329048","Wagon","5952"
"98","CERIA","50.796311","4.323759","Egide van Ophem","5953"
"98","CERIA","0.0","0.0","Carrefour Stalle","5919"
"98","CERIA","50.794272","4.312968","Eggergat","5922"
"98","CERIA","50.793093","4.309381","Drogenbos-Shopping","2610"
"98","CERIA","50.794429","4.302429","Dorent","9686"
"98","CERIA","50.803967","4.302302","Pathe","5964"
"98","CERIA","50.810729","4.305499","Mozart","3815"
"98","CERIA","50.813408","4.307128","Bollinckx","3851"
